219;219;DROGAS LA ECONOMIA # 33;MAGDALENA;CL 2 7 76;;SANTA MARTA;CL 2 7 76
220;220;COFFE BRIO;CUNDINAMARCA;CL 2 7 A 35;;CHÍA;CL 2 7 A 35
221;221;DROGUERIA LEVI PLUS;NORTE DE SANTANDER;CL 2 8 98 BR CLJON;;CÚCUTA;CL 2 8 98 BR CLJON
222;222;DROGUERIA SUPERDESCUENTOS PC;BOGOTA;CL 2 86 D 03;;BOGOTÁ D.C.;CL 2 86 D 03
223;223;DROGAS MUNDO REBAJAS;CASANARE;CL 2 9 123;;SAN LUIS DE PALENQUE;CL 2 9 123
224;224;DROGUERIA FARMAENLACE;HUILA;CL 2 9 21;;NEIVA;CL 2 9 21
225;225;CVE JIMENEZ PUERTO COLOMBIA;ATLANTICO;CL 2 9 45;;PUERTO COLOMBIA (ATLAN);CL 2 9 45
226;226;FERRETERIA Y CACHARRERIA CAÑON;BOGOTA;CL 2 91 10 LC 2;;BOGOTÁ D.C.;CL 2 91 10 LC 2
227;227;INTERNET CATALUÑA;BOYACA;CL 2 A 8 13;;SOGAMOSO;CL 2 A 8 13
228;228;ALO GLOBALITEL;BOGOTA;CL 2 A BIS 62 31;;BOGOTÁ D.C.;CL 2 A BIS 62 31
229;229;DROGUERIA FARMACIA TORRES NO 24;ATLANTICO;CL 2 B 4 26;;PUERTO COLOMBIA (ATLAN);CL 2 B 4 26
230;230;DROGUERIA EL CONSUELO U;BOGOTA;CL 2 B 40 D 07;;BOGOTÁ D.C.;CL 2 B 40 D 07
231;231;DROGUERIA EL CONSUELO U 2;BOGOTA;CL 2 B 40 D 07;;BOGOTÁ D.C.;CL 2 B 40 D 07
232;232;FARMACIA PROFAMILIAR SUC 09 EDIFICIO EL PRADO;QUINDIO;CL 2 N 12 75 LC 107;;ARMENIA (QUINDIO);CL 2 N 12 75 LC 107
233;233;DROGUERIAS COPHARVI 1;CUNDINAMARCA;CL 2 SUR 3 26;;SOPÓ;CL 2 SUR 3 26
234;234;BOTICA JUNIN # 23;ANTIOQUIA;CL 2 SUR 46 93 CLINICA LAS VEGAS;;MEDELLIN;CL 2 SUR 46 93 CLINICA LAS VEGAS
235;235;DROGUERIAS ALIANZA DE DIOS;BOGOTA;CL 2 SUR 72 B 10 EQ;;BOGOTÁ D.C.;CL 2 SUR 72 B 10 EQ
236;236;DROGUERIA COMERCIAL;BOYACA;CL 20 10 49;;TUNJA;CL 20 10 49
237;237;DROGAS COPIFAM;TOLIMA;CL 20 10 58;;IBAGUÉ;CL 20 10 58
238;238;DROGUERIAS COPIFAM RICAURTES 2;TOLIMA;CL 20 11 73 LC 3;;IBAGUÉ;CL 20 11 73 LC 3
239;239;ESTACION DE SERVICIO SUR OCCIDENTE;TOLIMA;CL 20 11 B 60 S 62 S;;IBAGUÉ;CL 20 11 B 60 S 62 S
240;240;DROGAS SUPER BARATAS NO 4;TOLIMA;CL 20 11 T 58 SUR;;IBAGUÉ;CL 20 11 T 58 SUR
241;241;DROGUERIA CENTRAL;BOYACA;CL 20 12 30;;TUNJA;CL 20 12 30
242;242;COMERCIALIZADORA CELUTRONIX;ANTIOQUIA;CL 20 13 42 AV PRINCIPAL PAJONAL;;CAUCASIA;CL 20 13 42 AV PRINCIPAL PAJONAL
243;243;EL PUNTO;QUINDIO;CL 20 14 22;;ARMENIA (QUINDIO);CL 20 14 22
244;244;KRYSTAL;QUINDIO;CL 20 15 24;;ARMENIA (QUINDIO);CL 20 15 24
245;245;CONEXION WORD;QUINDIO;CL 20 17 61;;ARMENIA (QUINDIO);CL 20 17 61
246;246;DROGAS LA ECONOMIA N 20;ATLANTICO;CL 20 18 28;;SABANALARGA(AT);CL 20 18 28
247;247;COMPRA VENTA EL TRIUNFO;ATLANTICO;CL 20 18 52 / CL 18 20 56;;SABANALARGA(AT);CL 20 18 52 / CL 18 20 56
248;248;DROGUERIA CONCORDIA NO. 2;ANTIOQUIA;CL 20 18 64;;CONCORDIA (ANT);CL 20 18 64
249;249;DROGUERIA SMART N 8;ANTIOQUIA;CL 20 20 03;;RETIRO;CL 20 20 03
250;250;CAFE MONTECARLO DE YARUMAL;ANTIOQUIA;CL 20 20 46;;YARUMAL;CL 20 20 46
251;251;DROGUERIA SUPER 2;BOYACA;CL 20 22 78;;DUITAMA;CL 20 22 78
252;252;JUEGOS Y APUESTAS 2000;NARIÑO;CL 20 23 61;;PASTO;CL 20 23 61
253;253;DISTRIB. DE LOT. GUERRERO SUAREZ;NARIÑO;CL 20 25 26;;PASTO;CL 20 25 26
254;254;DROGUERIA CITY;CASANARE;CL 20 25 75;;YOPAL;CL 20 25 75
255;255;MARKA GROUP DE COLOMBIA SAS;HUILA;CL 20 27 73;;NEIVA;CL 20 27 73
256;256;DON SALUDERO CARTAGO CENTRO;VALLE DEL CAUCA;CL 20 3 C N 03;;CARTAGO;CL 20 3 C N 03
257;257;DROGUERIA LLANOCENTRO;META;CL 20 38 B 05;;VILLAVICENCIO;CL 20 38 B 05
258;258;DROGUERIA LA 20;CHOCO;CL 20 4 04;;QUIBDO;CL 20 4 04
259;259;DROGAS SUPER SALUD;CUNDINAMARCA;CL 20 4 A 05;;MOSQUERA (CUNDI);CL 20 4 A 05
260;260;DROGAS INTERNACIONAL A G;QUINDIO;CL 20 5 06;;MONTENEGRO;CL 20 5 06
261;261;HAYUELOS CENTRO COMERCIAL;BOGOTA;CL 20 82 52 LC 1-144;;BOGOTÁ D.C.;CL 20 82 52 LC 1-144
262;262;HAYUELOS CENTRO COMERCIAL 2;BOGOTA;CL 20 82 52 LC 1-144;;BOGOTÁ D.C.;CL 20 82 52 LC 1-144
263;263;LOCATEL HAYUELOS;BOGOTA;CL 20 82 52 LC 145/146;;BOGOTÁ D.C.;CL 20 82 52 LC 145/146
264;264;DROGUERIA BELEN 3;ANTIOQUIA;CL 20 A 77 68;;MEDELLIN;CL 20 A 77 68
265;265;DROGUERIA DINAMICA;ANTIOQUIA;CL 20 A 82 A 05;;MEDELLIN;CL 20 A 82 A 05
266;266;DROGUERIA SUPER ECONOMICA DEL LLANO 3;META;CL 20 B SUR 37 100 MZ B CS 34;;VILLAVICENCIO;CL 20 B SUR 37 100 MZ B CS 34
267;267;DROGUERIA VITAL;SANTANDER;CL 20 C 24 68;;GIRÓN;CL 20 C 24 68
268;268;DROGUERIA PARISIENSE;ANTIOQUIA;CL 20 F 76 27;;BELLO;CL 20 F 76 27
269;269;COMPRA VENTA LAS PALMAS;MAGDALENA;CL 20 KR 22 EQ;;CIÉNAGA;CL 20 KR 22 EQ
270;270;LA PAPELERIA SAN LUCAS;ANTIOQUIA;CL 20 SUR 27 55 LC 128;;MEDELLIN;CL 20 SUR 27 55 LC 128
271;271;BOTICA JUNIN NO. 32;ANTIOQUIA;CL 20 SUR 27 115 LC 150;;MEDELLIN;CL 20 SUR 27 115 LC 150
272;272;CARULLA SAN LUCAS;ANTIOQUIA;CL 20 SUR 27 124;;MEDELLIN;CL 20 SUR 27 124
273;273;FARMACIA PASTEUR SAN LUCAS;ANTIOQUIA;CL 20 SUR 27 51 LC 102 - 103;;MEDELLIN;CL 20 SUR 27 51 LC 102 - 103
274;274;DEPOSITO DE DROGAS TORES LTDA;RISARALDA;CL 21 22 34 P 2;;DOS QUEBRADAS;CL 21 22 34 P 2
275;275;DROGUERIA DANYROC II;BOYACA;CL 21 11 59 LC 1;;SOGAMOSO;CL 21 11 59 LC 1
276;276;DROGUERIA PARQUE OLAYA;RISARALDA;CL 21 14 A 34;;PEREIRA;CL 21 14 A 34
277;277;DROGUERIA PROFAMILIAR PRINCIPAL # 1;QUINDIO;CL 21 15 07;;ARMENIA (QUINDIO);CL 21 15 07
278;278;DON SALUDERO No. 069 LA LORENA;RISARALDA;CL 21 16 B 63 BL 14 UR LA LORENA;;PEREIRA;CL 21 16 B 63 BL 14 UR LA LORENA
279;279;DROGUERIA 91 - 92 NO. 2;RISARALDA;CL 21 19 04;;PEREIRA;CL 21 19 04
280;280;ALMACEN ESPAÑA;CALDAS;CL 21 19 44;;MANIZALES;CL 21 19 44
281;281;DROGAS LA BOTICA;SUCRE;CL 21 20 06;;SINCELEJO;CL 21 20 06
282;282;DON SALUDERO PROVIDENCIA;RISARALDA;CL 21 20 B 04;;PEREIRA;CL 21 20 B 04
283;283;ALMACEN DE CASCADA;SUCRE;CL 21 21 40;;SINCELEJO;CL 21 21 40
284;284;DROGAS PANACEA;ANTIOQUIA;CL 21 22 36;;GRANADA(ANT);CL 21 22 36
285;285;DROGAS LA 21;QUINDIO;CL 21 23 52;;ARMENIA (QUINDIO);CL 21 23 52
286;286;GIROS NACIONALES INVERCOSTA COOPERATIVA;CAQUETA;CL 21 4 B 32;;FLORENCIA (CAQUETA);CL 21 4 B 32
287;287;DROGUERIA SUPERDESCUENTOS NO 13;CUNDINAMARCA;CL 21 5 26;;CHÍA;CL 21 5 26
288;288;CAFAM 20 DE JULIO EXITO;BOGOTA;CL 21 5 A 34 SUR;;BOGOTÁ D.C.;CL 21 5 A 34 SUR
289;289;DROGUERIA MEXIFARMA;CUNDINAMARCA;CL 21 6 08;;FUNZA;CL 21 6 08
290;290;DROGUERIA PROMOPRECIOS;RISARALDA;CL 21 6 73 LC 1;;PEREIRA;CL 21 6 73 LC 1
291;291;AP ML COMFANDI SAN NICOLAS;VALLE DEL CAUCA;CL 21 7 50;;CALI;CL 21 7 50
292;292;GRANERO Y CARNICERIA LIZARDO;ANTIOQUIA;CL 21 78 37;;BELLO;CL 21 78 37
293;293;FARMACIA GALENA;HUILA;CL 21 9 05;;NEIVA;CL 21 9 05
294;294;CHAMITO DISTRIBUCIONES;VALLE DEL CAUCA;CL 21 9 26;;CALI;CL 21 9 26
295;295;MERKRICO;NORTE DE SANTANDER;CL 21 A 0 B 101 BLANCO;;CÚCUTA;CL 21 A 0 B 101 BLANCO
296;296;DROGUERIA Y FARMACIA FARMAINTEGRADOS;ANTIOQUIA;CL 21 A 68 54;;BELLO;CL 21 A 68 54
297;297;DROGAS TOLIMA;NARIÑO;CL 21 C 2 E 05;;PASTO;CL 21 C 2 E 05
298;298;DROGUERIA LA FORMULA;ANTIOQUIA;CL 21 KR 9 EQ;;CAUCASIA;CL 21 KR 9 EQ
299;299;DROGUERIA SANAR 2;META;CL 21 SUR 10 46;;VILLAVICENCIO;CL 21 SUR 10 46
300;300;ALMACEN EL MANICOMIO;SUCRE;CL 22 21 22;;SINCELEJO;CL 22 21 22
301;301;DROGUERIA SUPERSALUD DUITAMA 2;BOYACA;CL 22 10 50;;DUITAMA;CL 22 10 50
302;302;DROGUERIA LOS TRILLIZOS;CASANARE;CL 22 11 05;;MONTERREY;CL 22 11 05
303;303;DROGUERIAS COPIFAM FUSA 6;CUNDINAMARCA;CL 22 11 B 36;;FUSAGASUGÁ;CL 22 11 B 36
304;304;DROGUERIA ALFONZO LOPEZ;NORTE DE SANTANDER;CL 22 13 A 03;;CÚCUTA;CL 22 13 A 03
305;305;DROGAS COLDESCUENTOS NO. 7;BOGOTA;CL 22 14 18;;BOGOTÁ D.C.;CL 22 14 18
306;306;ALMACEN DE COMPRA VENTA MICHE;MAGDALENA;CL 22 14 38 LC 1;;SANTA MARTA;CL 22 14 38 LC 1
307;307;FARMACIA TORRES # 58;MAGDALENA;CL 22 14 94 EQ LT 1;;SANTA MARTA;CL 22 14 94 EQ LT 1
308;308;JMG ASESORES;SUCRE;CL 22 16 07 ESQ;;SINCELEJO;CL 22 16 07 ESQ
309;309;FARMA PUNTO AV 22;BOGOTA;CL 22 18 A 54;;BOGOTÁ D.C.;CL 22 18 A 54
310;310;DROGAS LA ECONOMIA # 2;MAGDALENA;CL 22 2 07;;SANTA MARTA;CL 22 2 07
311;311;DROGAS LA BOTICA;MAGDALENA;CL 22 2 37;;SANTA MARTA;CL 22 2 37
312;312;DROGUERIA MARIFER DE MALAMBO;ATLANTICO;CL 22 25 24;;MALAMBO;CL 22 25 24
313;313;CAFETERIA Y PANADERIA ROSITA Y SUS DELFINES;BOGOTA;CL 22 3 04;;BOGOTÁ D.C.;CL 22 3 04
314;314;DROGUERIAS COPIFAM #7 FUSA;CUNDINAMARCA;CL 22 3 05;;FUSAGASUGÁ;CL 22 3 05
315;315;DROGUERIA OLIMPICA;RISARALDA;CL 22 4 78;;PEREIRA;CL 22 4 78
316;316;DROGUERIA CAUCA NO.2;BOGOTA;CL 22 48 66;;BOGOTÁ D.C.;CL 22 48 66
317;317;DISTRIBUCIONES SOFI VARIEDADES;HUILA;CL 22 51 B 10;;NEIVA;CL 22 51 B 10
318;318;FARMACIA PASTEUR SANTA MARTA CENTRO;MAGDALENA;CL 22 6 82 CE LA 22 LC 1;;SANTA MARTA;CL 22 6 82 CE LA 22 LC 1
319;319;KONFAMILIAR DE DROGAS;CUNDINAMARCA;CL 22 74 20;;FUSAGASUGÁ;CL 22 74 20
320;320;MEDISALUD DEL CAUCA FARMACIA 1;ANTIOQUIA;CL 22 8 03;;CAUCASIA;CL 22 8 03
321;321;DROGUERIA NEW PLANET;BOGOTA;CL 22 81 52 BR MODELIA;;BOGOTÁ D.C.;CL 22 81 52 BR MODELIA
322;322;DISTRI DROGAS LA 22;CAUCA;CL 22 9 24;;POPAYÁN;CL 22 9 24
323;323;FAVA CALLE 22;BOGOTA;CL 22 9 56;;BOGOTÁ D.C.;CL 22 9 56
324;324;DROGUERIA TRINIDAD;NARIÑO;CL 22 9 68;;PASTO;CL 22 9 68
325;325;DROGAS LUVI;BOGOTA;CL 22 98 05;;BOGOTÁ D.C.;CL 22 98 05
326;326;DARSALUD NO 61;VALLE DEL CAUCA;CL 22 A 10 54;;CALI;CL 22 A 10 54
327;327;COMERCIALIZADORA GLOESAYE SAS;ANTIOQUIA;CL 22 A 65 F 28;;MEDELLIN;CL 22 A 65 F 28
328;328;INVERSIONES FLOREZ PACHECO;BOGOTA;CL 22 B 23 64;;BOGOTÁ D.C.;CL 22 B 23 64
329;329;DROGAS Y SERVICIOS VICTOR MANUEL;BOGOTA;CL 22 F 103 B 41;;BOGOTÁ D.C.;CL 22 F 103 B 41
330;330;FIQUITIVA WILLIAM FERNANDO;BOGOTA;CL 22 F 107 08;;BOGOTÁ D.C.;CL 22 F 107 08
331;331;DROGUERIA DE LA FERIA;BOGOTA;CL 22 G 116 30;;BOGOTÁ D.C.;CL 22 G 116 30
332;332;EXITO FUSAGASUGA;CUNDINAMARCA;CL 22 KR 11 VI FUSA GIRARDOT;;FUSAGASUGÁ;CL 22 KR 11 VI FUSA GIRARDOT
333;333;DROGUERIA SOCIAL # 3;BOGOTA;CL 22 SUR 15 18;;BOGOTÁ D.C.;CL 22 SUR 15 18
334;334;LILITEL TELECOMUNICACIONES COM;BOGOTA;CL 22 SUR 52 20 INT 16 NUEVA;;BOGOTÁ D.C.;CL 22 SUR 52 20 INT 16 NUEVA
335;335;COMUNICACIONES LA 23COM;VALLE DEL CAUCA;CL 23 15 04;;YUMBO;CL 23 15 04
336;336;DROGUERIA Y PERFUMERIA EL LAGO;SANTANDER;CL 23 26 09;;GIRÓN;CL 23 26 09
337;337;DARSALUD NO 62;VALLE DEL CAUCA;CL 23 28 11;;CALI;CL 23 28 11
338;338;A & G MOVILES COMUNICACIONES E U;BOLIVAR;CL 23 49 B 43 BR ALTOS DE ZARAGOCILLA;;CARTAGENA;CL 23 49 B 43 BR ALTOS DE ZARAGOCILLA
339;339;FENIX CIUDADELA BROSTER;CUNDINAMARCA;CL 23 50 17;;FUSAGASUGÁ;CL 23 50 17
340;340;DROGUERIA SALUD VITAL CAMPO AMOR;ANTIOQUIA;CL 23 65 G 01;;MEDELLIN;CL 23 65 G 01
341;341;EXITO EXPRESS SALITRE;BOGOTA;CL 23 66 39 LC 3;;BOGOTÁ D.C.;CL 23 66 39 LC 3
342;342;DROGUERIA LA DALIA;ANTIOQUIA;CL 23 KR 30 B 08;;MARINILLA;CL 23 KR 30 B 08
343;343;HIPERDROGUERIA VILLA CLAUDIA;BOGOTA;CL 23 SUR 68 G 34;;BOGOTÁ D.C.;CL 23 SUR 68 G 34
344;344;DROGAS LA 24 LA CIRCUNVALAR;CORDOBA;CL 24 13 71 / KR 14 24 07 - 24 11;;MONTERÍA;CL 24 13 71 / KR 14 24 07 - 24 11
345;345;CENTRO DE SERVICIOS INTEGRALES C.S.I.;SANTANDER;CL 24 14 26;;CHARALÁ;CL 24 14 26
346;346;DROGAS PINILLA;META;CL 24 15 18 ESTE;;VILLAVICENCIO;CL 24 15 18 ESTE
347;347;DROGAS JWC;CASANARE;CL 24 18 02 EQ;;YOPAL;CL 24 18 02 EQ
348;348;CAFE SALIM;BOGOTA;CL 24 21 63;;BOGOTÁ D.C.;CL 24 21 63
349;349;MERCAPAIPA;BOYACA;CL 24 24 76;;PAIPA;CL 24 24 76
350;350;DROGUERIA COPISALUD A.M.;CASANARE;CL 24 28 03;;YOPAL;CL 24 28 03
351;351;ALKOSTO YOPAL;CASANARE;CL 24 28 90;;YOPAL;CL 24 28 90
352;352;CONSUERTE SAN BENITO;META;CL 24 35 A 13;;VILLAVICENCIO;CL 24 35 A 13
353;353;DROGUERIA LA EMBAJADA;BOGOTA;CL 24 42 A 84;;BOGOTÁ D.C.;CL 24 42 A 84
354;354;EXITO EXPRESS CORFERIAS;BOGOTA;CL 24 43 A 01;;BOGOTÁ D.C.;CL 24 43 A 01
355;355;DROGUERIA LA EMBAJADA;BOGOTA;CL 24 43 A 84;;BOGOTÁ D.C.;CL 24 43 A 84
356;356;MARYTEL E.A.T.;NORTE DE SANTANDER;CL 24 53 65;;CÚCUTA;CL 24 53 65
357;357;DROGUERIA OXIPAHRAMA;ANTIOQUIA;CL 24 55 A 22;;RIONEGRO (ANT);CL 24 55 A 22
358;358;A O TECHNOLOGYS;BOGOTA;CL 24 58 19 LC 19;;BOGOTÁ D.C.;CL 24 58 19 LC 19
359;359;COPY ON;BOYACA;CL 24 6 B 26;;TUNJA;CL 24 6 B 26
360;360;ACUÑA SALITRE 1;BOGOTA;CL 24 69 A 59;;BOGOTÁ D.C.;CL 24 69 A 59
361;361;METRO EXPRESS CIUDAD SALITRE;BOGOTA;CL 24 69 C 19;;BOGOTÁ D.C.;CL 24 69 C 19
362;362;DON SALUDERO EL LAGO;RISARALDA;CL 24 7 69;;PEREIRA;CL 24 7 69
363;363;LUCITA;BOGOTA;CL 24 72 B 61;;BOGOTÁ D.C.;CL 24 72 B 61
364;364;DROGUERIA LA CANDELARIA;CASANARE;CL 24 8 87;;YOPAL;CL 24 8 87
365;365;FARMAX;HUILA;CL 24 A 45 112 LC 2;;NEIVA;CL 24 A 45 112 LC 2
366;366;DROGUERIA LA NACION;ANTIOQUIA;CL 24 A 55 13;;BELLO;CL 24 A 55 13
367;367;FARMACIA TERRANOVA 2;ANTIOQUIA;CL 24 A 57A 96;;BELLO;CL 24 A 57A 96
368;368;CANO SHOPPING COPY COLOR;BOGOTA;CL 24 A 69 A 53 LC 117 - 118;;BOGOTÁ D.C.;CL 24 A 69 A 53 LC 117 - 118
369;369;COMERCIALIZADORA PORVENIR;BOGOTA;CL 24 A 83 08 BR MODELIA;;BOGOTÁ D.C.;CL 24 A 83 08 BR MODELIA
370;370;FARMACIA VITAL;META;CL 24 A SUR 43 87;;VILLAVICENCIO;CL 24 A SUR 43 87
371;371;ACCESORIOS Y TELEFONIA CELULAR PATTY;TOLIMA;CL 24 F SUR CS 71;;IBAGUÉ;CL 24 F SUR CS 71
372;372;COPI FACTORY CARVAJAL;BOGOTA;CL 24 SUR 70 32;;BOGOTÁ D.C.;CL 24 SUR 70 32
373;373;DROGUERIA EXIPHARMA;SUCRE;CL 25 26 51 AV MARISCAL SUKRE;;SINCELEJO;CL 25 26 51 AV MARISCAL SUKRE
374;374;EXXON DISTRIBUIDORA MOBIL VALLE DE LILI LTDA;VALLE DEL CAUCA;CL 25 117 128;;CALI;CL 25 117 128
375;375;DROGAS NACIONAL;META;CL 25 13 B 03;;VILLAVICENCIO;CL 25 13 B 03
376;376;DROGAS SALUD DESCUENTOS;VALLE DEL CAUCA;CL 25 16 02;;TULUÁ;CL 25 16 02
377;377;MAS DESCUENTOS DROGUERIA PAIPA;BOYACA;CL 25 18 32;;PAIPA;CL 25 18 32
378;378;DROGAS VENECIA SINCELEJO;SUCRE;CL 25 19 29;;SINCELEJO;CL 25 19 29
379;379;DROGUERIA LA GRAN ECONOMIA # 7 PAIPA;BOYACA;CL 25 20 63;;PAIPA;CL 25 20 63
380;380;DROGAS ESPAÑA DEL RETIRO;META;CL 25 22 03;;VILLAVICENCIO;CL 25 22 03
381;381;DROGUERIA NEW YORK J.H;SUCRE;CL 25 25 21 LC 2;;SINCELEJO;CL 25 25 21 LC 2
382;382;DROGUERIA FARFAN HERMANOS;VALLE DEL CAUCA;CL 25 3 06;;TULUÁ;CL 25 3 06
383;383;FARMACIA LEON # 2;ATLANTICO;CL 25 47 150 LC 2;;SOLEDAD;CL 25 47 150 LC 2
384;384;FARMACIA LEON # 2 - 2;ATLANTICO;CL 25 47 150 LC 2;;SOLEDAD;CL 25 47 150 LC 2
385;385;DROGUERIA FUNDADORES;ANTIOQUIA;CL 25 59 54;;MEDELLIN;CL 25 59 54
386;386;ESSO PORTAL DEL SUR;VALLE DEL CAUCA;CL 25 93 75;;CALI;CL 25 93 75
387;387;DROGAS LA BOTICA 12 DE OCTUBRE;CESAR;CL 25 A 15 59;;VALLEDUPAR;CL 25 A 15 59
388;388;JIRETH PHARMA;BOGOTA;CL 25 B 72 BIS 80 LC 1 COMUNAL;;BOGOTÁ D.C.;CL 25 B 72 BIS 80 LC 1 COMUNAL
389;389;CP COMUNICAR;BOGOTA;CL 25 B 32 A 41 P 2;;BOGOTÁ D.C.;CL 25 B 32 A 41 P 2
390;390;DROGUERIA NAJORS;BOGOTA;CL 25 B 85 B 93;;BOGOTÁ D.C.;CL 25 B 85 B 93
391;391;MENSAJERIA ESPECIALIZADA Y COURRIER EXPRESS SA;BOGOTA;CL 25 G 84 A 61;;BOGOTÁ D.C.;CL 25 G 84 A 61
392;392;MARTINEZ ARDILA REYNAN;BOGOTA;CL 25 G 85 B 39;;BOGOTÁ D.C.;CL 25 G 85 B 39
393;393;DROGUERIA FARMACIA TORRES NO 53;ATLANTICO;CL 26 20 B 46 EQ;;BARRANQUILLA;CL 26 20 B 46 EQ
394;394;COLSUBSIDIO CALLE 26;BOGOTA;CL 26 24 34;;BOGOTÁ D.C.;CL 26 24 34
395;395;CIGARRERIA PUNTO 26;BOGOTA;CL 26 26 00 SUR;;BOGOTÁ D.C.;CL 26 26 00 SUR
396;396;DROGUERIA PHARMASTORE PLUS;BOGOTA;CL 26 33 07;;BOGOTÁ D.C.;CL 26 33 07
397;397;FARMACIA TULUA OFI;VALLE DEL CAUCA;CL 26 34 11;;TULUÁ;CL 26 34 11
398;398;DROGUERIA ACUÑA AVENIDA EL DORADO;BOGOTA;CL 26 39 35;;BOGOTÁ D.C.;CL 26 39 35
399;399;DROGUERIA ARTEMISA;BOGOTA;CL 26 44 A 29 LC 1;;BOGOTÁ D.C.;CL 26 44 A 29 LC 1
400;400;FARMACITY GRAN ESTACION;BOGOTA;CL 26 52 A 15 LC 1067;;BOGOTÁ D.C.;CL 26 52 A 15 LC 1067
401;401;FARMACIA SURAMERICA;ANTIOQUIA;CL 26 54 B 05;;ITAGÜI;CL 26 54 B 05
402;402;CITIBANK TORRE 26;BOGOTA;CL 26 64 63 LC 104;;BOGOTÁ D.C.;CL 26 64 63 LC 104
403;403;EXITO EXPRESS CL 26;BOGOTA;CL 26 69 A 63 LC 1001;;BOGOTÁ D.C.;CL 26 69 A 63 LC 1001
404;404;DROGAS CLARITA;NARIÑO;CL 26 A 22 92;;PASTO;CL 26 A 22 92
405;405;DROGUERIA LLANOFARMACIA;META;CL 26 A SUR 42 91;;VILLAVICENCIO;CL 26 A SUR 42 91
406;406;DROGUERIA DROGAS LA NACIONAL;BOGOTA;CL 26 SUR 73 84;;BOGOTÁ D.C.;CL 26 SUR 73 84
407;407;DROGUERIA SAMICOLL;CUNDINAMARCA;CL 26 SUR 17 19 BR SOACHA;;SOACHA;CL 26 SUR 17 19 BR SOACHA
408;408;DROGUER HUNEMI;BOGOTA;CL 26 SUR 78 N 09;;BOGOTÁ D.C.;CL 26 SUR 78 N 09
409;409;CERRAJERIA LA PRIMAVERA MULTISERVICIOS;BOGOTA;CL 26 SUR 93 51;;BOGOTÁ D.C.;CL 26 SUR 93 51
410;410;DROGAS COOPDESCUENTOS;BOYACA;CL 27 10 19;;TUNJA;CL 27 10 19
411;411;DROGUERIA BELLAVISTA PLUS;NORTE DE SANTANDER;CL 27 10 72;;CÚCUTA;CL 27 10 72
412;412;DROGUERIA EL OLIVO;CASANARE;CL 27 21 55;;YOPAL;CL 27 21 55
413;413;HOTEL GIRON INTERNACIONAL;SANTANDER;CL 27 26 36;;GIRÓN;CL 27 26 36
414;414;DROGUERIA Y PEFUMERIA BELEN;NORTE DE SANTANDER;CL 27 26 46;;CÚCUTA;CL 27 26 46
415;415;DROGUERIA CENTRAL BELEN PLUS;NORTE DE SANTANDER;CL 27 27 35;;CÚCUTA;CL 27 27 35
416;416;DROGUERIA LA FORTALEZA;VALLE DEL CAUCA;CL 27 31 A 05;;CALI;CL 27 31 A 05
417;417;AUTOSERVICIO EL JARDIN;VALLE DEL CAUCA;CL 27 33 B 09;;CALI;CL 27 33 B 09
418;418;DROGUERIA HOSPITALARIA DE TULUA;VALLE DEL CAUCA;CL 27 36 76;;TULUÁ;CL 27 36 76
419;419;DROGUERIA Y MISCELANEA MUNDIAL;VALLE DEL CAUCA;CL 27 36 A 39;;CALI;CL 27 36 A 39
420;420;B & P PAPELERIA Y COMUNICACIONES;BOGOTA;CL 27 SUR 24 H 26;;BOGOTÁ D.C.;CL 27 SUR 24 H 26
421;421;DISTRIBUIDORA DE PRODUCTOS DE BELLEZA FREYA;BOGOTA;CL 27 SUR 10 D 04;;BOGOTÁ D.C.;CL 27 SUR 10 D 04
422;422;DROGAS LA TRINIDAD S C;BOGOTA;CL 27 SUR 12 32;;BOGOTÁ D.C.;CL 27 SUR 12 32
423;423;DROGUERIA MANATIAL C J M;BOGOTA;CL 27 SUR 12 B 28;;BOGOTÁ D.C.;CL 27 SUR 12 B 28
424;424;DROGUERIA MANATIAL C J M 2;BOGOTA;CL 27 SUR 12 B 28;;BOGOTÁ D.C.;CL 27 SUR 12 B 28
425;425;DROGUERIA MAXI FARMA J L W;BOGOTA;CL 27 SUR 13 B 11;;BOGOTÁ D.C.;CL 27 SUR 13 B 11
426;426;DROGUERIA MAXI FARMA J L W 2;BOGOTA;CL 27 SUR 13 B 11;;BOGOTÁ D.C.;CL 27 SUR 13 B 11
427;427;CAFAM CENTENARIO EXITO;BOGOTA;CL 27 SUR 26 24;;BOGOTÁ D.C.;CL 27 SUR 26 24
428;428;DROGUERIA MALL LA PINTADA;ANTIOQUIA;CL 28 30 B 24 LC 104;;LA PINTADA;CL 28 30 B 24 LC 104
429;429;DISTRIBUIDORA PANIFICAR DEL TOLIMA;TOLIMA;CL 28 4 B 41;;IBAGUÉ;CL 28 4 B 41
430;430;HUACALES EXPRESS SAS;ANTIOQUIA;CL 28 45 17;;MEDELLIN;CL 28 45 17
431;431;EXITO EXPRESS EDS BELEN LA PALMA;ANTIOQUIA;CL 28 80 A 32;;MEDELLIN;CL 28 80 A 32
432;432;MERCADOS RIKOMANIA;ANTIOQUIA;CL 28 84 195 LC 192;;MEDELLIN;CL 28 84 195 LC 192
433;433;JUMBO GIRARDOT;CUNDINAMARCA;CL 28 A 12 30;;GIRARDOT;CL 28 A 12 30
434;434;JUMBO GIRARDOT 2;CUNDINAMARCA;CL 28 A 12 30;;GIRARDOT;CL 28 A 12 30
